57,9239074083399
139,227834822628
35,3518124226368
13,1968467198297
101,17164875936
117,945982621334
39,0761871265799
113,756140952007
141,44018666372
109,699203105267
72,9791138308524
114,087483329959
69,4926427409521
103,977211575957
50,1278129189808
23,3337514284798
44,1691245586322
110,799145715185
59,959991631374
135,371518313982
79,8612048960985
106,989823048887
108,585386133877
50,3167630783141
54,6020286795595
144,684823917044
45,9040437436129
115,665155975058
21,8229251914298
63,2527871571519
65,75983587252
87,7415402808595
60,0830264705615
151,836250738117
62,7467586943052
105,192834922783
59,2269701363014
54,4108632067262
138,970404600657
117,76698018128
65,7588778554627
135,658111101719
70,0146141283039
150,166333583251
42,4714327597516
57,9039473121483
61,0076420271153
31,2904827683221
62,4175108718957
7,17380672868737
31,1545074275307
47,607934173792
150,873236323891
84,1944530819939
44,4391208073789
27,2249753111849
36,5456483716126
91,9872256652904
45,9980734241584
99,4044566471861
154,485300895048
142,150774880003
85,242329845979
18,079471850133
87,9435012367377
152,750550371785
56,7049368708771
50,5986601313525
10,0469384078484
5,15629014110556
24,7426408985054
82,465190023018
84,7484650571698
126,094880332969
80,5865318654094
54,422919483119
102,430558148634
24,5664584907031
102,41540002046
45,4111917937126
130,034381854397
140,139513226294
105,242747220157
63,8481631966967
96,6420826205601
102,218927353203
43,4410276976462
6,52804726970537
50,4004206730005
85,4162507501245
90,8319032405322
143,790356745675
50,4775384249481
143,170008904372
80,5764042134715
34,8885553499283
14,6186896794717
105,570719504556
32,6046391789275
61,7536253367333
6,48903014501371
36,7598765679766
58,6013364513314
147,321169346011
62,6701176916126
36,3971509340913
73,8741886590001
31,7791171643265
95,678760591807
79,6119112451489
6,56246489908574
111,497792231016
96,3766295737047
24,7823082119071
146,584501720856
29,8368733695875
8,43783743938437
141,557223166367
14,616045439634
12,0596913003363
89,1874682899797
126,118639339796
90,5651919062315
123,240382538091
88,4707576919577
10,9488526957272
38,1809870765073
86,2509414080794
151,441132847838
41,9903387753683
37,419026340438
32,9042818101209
5,9177090136915
146,860539975971
105,15577044075
52,8534334156922
81,3488118917117
68,3970490217963
154,852519670959
73,2362069636988
147,987883516415
41,5069119676479
123,659922978954
95,5888001686431
25,9607985946696
120,573903083744
79,6517635041265
83,6587039514332
27,8983663243992
31,1920800951033
56,6830935242168
21,4414915380418
90,851713516846
144,975475723143
57,3458582296818
82,8022396312073
13,6493943693745
100,356184770693
149,830932258102
11,669582040679
38,3302009575623
80,7188749953746
152,441955304469
131,729666946611
41,7071749952399
104,457892284919
147,024571566667
32,3179703497042
80,3282865328709
36,8222580897793
91,848651152072
55,3910493385535
30,9236023347414
91,221611465219
75,2923190679212
59,503180499678
135,265666515106
35,1341749063156
44,740128172449
37,086969417864
74,8269928189922
11,1096297209049
38,5818643660125
28,8353959496575
25,1103743237736
127,203486593129
116,97843319399
46,4854659715458
27,1677082789431
12,0174590974205
39,8499025208554
89,1007940504681
46,5552084063793
131,836283547709
129,718815729144
19,9909987873825
148,745060408438
129,848871045285
73,0588346843819
38,4816611804147
67,0825039696405
17,7044204369837
104,223260882514
17,3047985487894
112,824765237392
100,935714125199
8,41791052178424
146,684507490408
131,730226269734
50,3444760966029
22,6323959313228
117,905397004509
86,6243023989449
112,290721541906
79,6793600734868
19,7508368627362
99,069754636705
81,9897056222585
73,3633725319544
134,685025747333
128,496194149893
31,1093546708357
13,2750119107068
100,588495815958
23,3953774196627
83,2183259090725
94,9645922244674
34,3045361789164
72,6835725217977
49,2801665298843
142,15173843495
54,6589912310406
126,018974859795
67,9691551538761
12,8676838462704
134,517487927832
136,175820754913
98,5669044738553
148,289349714036
82,1857945773615
31,9925651920747
110,465679264308
16,9842687916591
123,79294812096
153,856016898164
124,323537032213
142,632416464753
119,24812803364
147,166253037363
115,375018363491
130,821327881667
42,314756666996
88,4458780895193
32,8935630826345
143,367119176255
30,1140050968522
62,4481001640387
40,830109184214
58,6326125085648
44,5467851301746
57,0929986803562
